image,title,id,regular_price,special_price,Brand,Model,Part No,Processor Brand,Processor Type,Processor Model,Processor Base Frequency,Processor Max Turbo Frequency,Processor Core,Processor Thread,CPU Cache,RAM,RAM Type,Storage,M.2/SSD Expansion Slot,Graphics Chipset,Graphics Memory Accessibility,Graphics Memory,Display Size (Inch),Display Type,Display Resolution,Touch Screen,Optical Drive,Multimedia Card Slot,Supported Multimedia Card,USB 2 Port,USB 3 Port,USB C / Thunderbolt Port,HDMI Port,Headphone Port,Microphone Port,Security Lock Slot,LAN,WiFi,Bluetooth,Audio Properties,Speaker,Microphone.,WebCam,Keyboard Layout,Pointing Device,Security Chip,Operating System,Color,Dimensions,Weight (Kg),Battery,Battery Capacity,Battery Type,Power Adapter,Warranty,Warranty Claim Duration (Approximate),Specialty,Country Of Origin,Made in/ Assemble,Laptop Series,Installed RAM Details,Max. RAM Support,Installed SSD Type,Display Surface,Display Features,Keyboard Back-lit,Num Key pad,Finger Print Sensor,Body Material,Adapter Type,Display Bazel,Generation,Total RAM Slot,Empty/Expansion RAM Slot,Installed HDD Type,HDD RPM,Others,Chipset.,Display Refresh Rate,Storage Upgrade,RAM Bus (MHz),Video Port,Backup Time,VGA/D-Sub,Graphics Memory Type,Audio Port,Micro HDMI Port,NFC,RGB Keyboard,Package Content,Optane Memory,Optane Memory Slot,TPM,Secondary Screen Size,Secondary Screen Technology,Secondary Screen Resolution,Face Detection,Mini HDMI Port,Best For,Device Lighting
https://www.ryanscomputers.com/storage/products/main/asus-zenbook-14-ux425ea-11th-gen-intel-core-i5-11606370196.webp,Asus ZenBook 14 UX425EA Intel Core i5 1135G7 14 Inch FHD Display Pine Grey Laptop,Product Id: 33.03.006.1236,"                                 93,310  ","                                 86,000  ",Asus,Asus ZenBook 14 UX425EA,KC302T/BM013T,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,LPDDR4x,512GB SSD,,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD card reader,,1 x USB3.2 Gen 1 Type-A,2 x Thunderbolt 4,1,,,Function Key Lock,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,Harman/kardon (Premium),Yes,Array Microphone,IR HD Camera,Backlit Chiclet Keyboard,Dual-function touchpad with an integrated LED-illuminated numeric keypad,Yes,Windows 10 Home,Pine Grey,319 x 208 x 13.9 - 13.9 mm,1.13 Kg,4 Cell,67Wh,Li-Ion,65W USB Type-C AC adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Backlit KeyBoard, FHD 16:9 IPS-level Panel Anti-glare LED Backlit 300nits display, 1.4mm Key-travel, Support NumberPad, HD camera with IR function to support Windows Hello, Without privacy shutter (Webcam), Smart Amp Technology, Built-in array microphone, harman/kardon (Premium) with Cortana and Alexa voice-recognition support (Audio), Timeless beauty, effortless portability, The beautiful new ZenBook 14 is more portable than ever, Its thinner, lighter, and incredibly compact, yet includes HDMI, Thunderbolt 4 USB-C, USB Type-A and MicroSD card reader for unrivaled versatility, Built to deliver powerful performance, ZenBook 14 is your perfect choice for an effortless on-the-go lifestyle, Travel light, travel smart, Bright, clear, power-efficient display, Connect fast-anywhere, Next-level AI noise-canceling audio technology, Designed for comfort and convenience, Precision-engineered ErgoLift hinge, Certified audio quality, A ZenBook for every need",Taiwan,China,ZenBook,1 x 8 GB Non-Removable,,NVMe PCIe,Anti-Glare,"sRGB: 100%, Screen-to-body ratio: 90%",Yes,Yes,,Metal,,Four-sided NanoEdge,11th,1,,,,"HDMI Version: 2.0b, Output: 19V DC, 3.42A, 65W, Input: 100-240V AC 50/60Hz universal, Built-in Apps: MyASUS, MyASUS Features: System diagnosis, Battery health charging, Fan Profile, Splendid, Function key lock, Smart WiFi, AppDeals, Link to MyASUS, Military Grade: US MIL-STD 810G military-grade standard, Security: Trusted Platform Module (Firmware TPM), Trusted Platform Module (TPM) 2.0, IR webcam with Windows Hello support",,,,,,,,,,,No,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-tuf-gaming-f15-fx506lh-intel-core-i5-10300h-11628075050.webp,Asus TUF Gaming F15 FX506LH Intel Core i5 10300H 15.6 Inch FHD LED Display Grey Metal Gaming Laptop #HN002T-FX506LH,Product Id: 33.02.006.1364,"                                 95,480  ","                                 88,000  ",Asus,Asus TUF Gaming F15 FX506LH,HN002T-FX506LH,Intel,Intel Core i5,Core i5 10300H,2.50 GHz,4.50 GHz,4,8,8MB,8GB,DDR4,512GB SSD,1,Nvidia GTX 1650 Graphics,Dedicated,4GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,,,1 x USB 2.0 Type-A,2 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 2 Type-C,1,Combo,Combo,Kensington Lock,,Wi-Fi 6 (802.11ax),Bluetooth 5.1,,Yes,Array Microphone,HD Webcam,Backlit Chiclet Keyboard RGB,,,Windows 10 Home,Gray Metal,359 x 256 x 25mm,2.30 Kg,3 Cell,48Wh,Li-ion,150W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Geared for serious gaming and real-world durability, Powered by the latest Intel CPU and GeForce RTX 1650 GPU, action-packed gameplay is fast, fluid, and fully saturates speedy IPS-level displays up to 144Hz. Even while boasting a smaller and more portable chassis than its predecessors, this gaming laptop also features a larger 90Wh battery for superior battery life. Efficient self-cleaning cooling combines with TUF signature military-grade durability to make this battle-tested road warrior a reliable ally for gamers on the go. Armed with the strength to tackle any situation, the TUF Gaming A15 delivers dependable performance for gaming, streaming, and everything in between.",Taiwan,China,TUF Gaming,1 x 8GB Removable,32GB,NVMe PCIe,Anti-glare,"Aspect ratio: 16:9, sRGB: 62.5%, Adobe: 47.1%, Value IPS-level",Yes,,,,,,10th,2,1,,,"HDD Expansion Slot: 1 x HDD Slot, Power Supply: 6.0, Output: 20V DC, 7.5A, 150W, Input: 100-240V AC, 50/60Hz universal,",,144 Hz,,2933 MHz,,,,GDDR6,,,,Yes,"Laptop, Adapter. (No bag included)",,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-zenbook-14-ux425ja-10th-gen-intel-core-i5-11605696957.webp,Asus ZenBook 14 UX425JA Intel Core i5 1035G1 14 Inch FHD Display Lilac Mist Laptop,Product Id: 33.03.006.1228,"                                 95,480  ","                                 88,000  ",Asus,Asus ZenBook 14 UX425JA,BM066T-UX425JA,Intel,Intel Core i5,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,8GB,LPDDR4x,512GB SSD,,Intel UHD Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD card reader,,1 x USB 3.2 Gen 1 Type-A,2 x Thunderbolt 3 (USB-C),1,,,,,WiFi 6 with Gig+ performance (802.11ax),Bluetooth 5.0,ASUS SonicMaster Stereo,Yes,,IR HD camera,,TouchPad,,Windows 10 Home,Lilac Mist,319 x 208 x 13.9mm,1.17 Kg,4 Cell,67Wh,lithium-polymer,65W power adaptor,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Backlit Keyboard, The beautiful new ZenBook 14 is more portable than ever. It is thinner, lighter, and incredibly compact, yet includes HDMI, Thunderbolt 3 USB-C, USB Type-A and MicroSD card reader for unrivalled versatility. Built to deliver powerful performance, ZenBook 14 is your perfect choice for an effortless on-the-go lifestyle. The compact, thin and ultralight all-metal design of ZenBook 14 makes it the ideal travelling companion.",Taiwan,China,ZenBook,,,NVMe PCIe,Anti-glare,,Yes,Yes (Touchpad),,Spun-Metal,External,,10th,,,,,"Keyboard: Edge-to-edge design, with 1.4mm key travel, Touchpad / NumberPad: Glass-covered; intelligent palm-rejection, Audio: ASUS SonicMaster stereo audio system with surround-sound; smart amplifier for maximum audio performance Array microphone with Cortana and Alexa voice-recognition support Certified by Harman Kardon, Power: Plug Type: Type C, Output: 20V DC, 65W, Input: 100-240V AC, 50/60Hz universal,",,,,3200MHz,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-tuf-gaming-f15-fx506li-10th-gen-intel-core-11612440046.webp,Asus TUF Gaming F15 FX506LI Intel Core i5 10300H 15.6 Inch FHD Display Win 10 Gray Metal Gaming Laptop,Product Id: 33.02.006.1270,"                                 100,910  ","                                 93,000  ",Asus,Asus TUF Gaming F15 FX506LI,HN182T-FX506LI,Intel,Intel Core i5,Core i5 10300H,2.50 GHz,4.50 GHz,4,8,8MB,8GB,DDR4,1TB HDD,2,Nvidia GTX 1650 Ti Graphics,Dedicated,4GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,,,1 x USB 2.0 Type-A,2 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 2 Type-C,1,Combo,Combo,,,Wi-Fi 6 (802.11ax),Bluetooth 5.1,,Yes,Array microphone,HD Webcam,Backlit Chiclet Keyboard,TouchPad,,Windows 10 Home,Gray Metal,359 x 256 x 24.7mm,2.30 Kg,3 Cell,48Wh,Li-ion,150W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Geared for serious gaming and real-world durability, Despite boasting a chassis that`s smaller and lighter than its predecessors, the F15 houses a bigger battery for longer life. Its formidable 90Wh battery offers enough power to sustain up to 12.5 hours of video playback, meaning you have got ample time to catch up on streams and take care of light tasks without hunting down the nearest outlet. Lighter and longer-lasting, this machine can work and travel as freely as you do. Two sleek looks give gamers greater freedom to show off their personal style. Choose between a stealthy and sleek Fortress Gray chassis or an eye-catching Bonfire Black design accented with a crimson stripe. The subtle honeycomb patterning around the base adds grip and echoes hexagon reinforcements around the chassis, while hairline brushstrokes across the palm rest keep it sleek and clean.",Taiwan,China,TUF Gaming,1 x 8GB Removable,32GB,,Anti-glare,,Yes,Yes,,,,,10th,2,1,SATA3,,"Display aspect ratio: 16:9, anti-glare display, sRGB: 62.5%, Adobe: 47.3%, Refresh Rate: 60Hz, IPS-level, 1 x 3.5mm Combo Audio Jack, HDMI version: 2.0b, Power Supply: Output: 20V DC, 7.5A, 150W; Input: 100-240V AC, 50/60Hz universal",,144 Hz,,3200MHz,,,,GDDR6,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-intel-core-i7-1165g7-156-11637566845.webp,Asus VivoBook 15 K513EP Intel Core i7 1165G7 15.6 Inch FHD Display Indie Black Laptop #BQ404T-K513EP,Product Id: 33.01.006.1430,"                                 100,910  ","                                 93,000  ",Asus,Asus VivoBook 15 K513EP,BQ404T-K513EP,Intel,Intel Core i7,Core i7 1165G7,2.80 GHz,4.70 GHz,4,8,12MB,8GB,DDR4,512GB SSD,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,Yes,Micro SD,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Indie Black,359 x 235 x 17mm,1.80 kg,3 Cell,42Wh,Li-ion,,2 Year (Battery 1 Year),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,16GB,NVMe PCIe,Anti-Glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",Yes,,Yes,,65W AC Adapter,,11th,2,1,,,"HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",,,512GB SSD Can Be Replaced,3200MHz,,,,GDDR5,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-intel-core-i7-1165g7-156-11637567207.webp,Asus VivoBook 15 K513EP Intel Core i7 1165G7 15.6 Inch FHD Display Transparent Silver Laptop #BQ694T-K513EP,Product Id: 33.01.006.1431,"                                 100,910  ","                                 93,000  ",Asus,Asus VivoBook 15 K513EP,BQ694T-K513EP,Intel,Intel Core i7,Core i7 1165G7,2.80 GHz,4.70 GHz,4,8,12MB,8GB,DDR4,512GB SSD,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,Yes,Micro SD,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Transparent Silver,359 x 235 x 17mm,1.80 kg,3 Cell,42Wh,Li-ion,65W AC Adapter,2 Year (Battery 1 Year),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity",Taiwan,China,VivoBook,1 x 8GB Non-Removable,16GB,NVMe PCIe,Anti-Glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",Yes,,Yes,,,,11th,2,1,,,"HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",,,512GB SSD Can Be Replaced,3200MHz,,,,GDDR5,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-11th-gen-intel-core-i7-11634214422.webp,Asus VivoBook 15 K513EP 11th Gen Intel Core i7 1165G7 15.6 Inch FHD Display Hearty Gold Laptop #BQ403T-K513EP,Product Id: 33.01.006.1407,"                                 100,910  ","                                 93,000  ",Asus,Asus VivoBook 15 K513EP,BQ403T-K513EP,Intel,Intel Core i7,Core i7 1165G7,2.80 GHz,4.70 GHz,4,8,12MB,8GB,DDR4,512GB SSD,,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD Card Reader,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",,Firmware TPM,Windows 10 Home,Hearty Gold,359 x 235 x 17mm,1.80 kg,3 Cell,42Wh,Li-ion,65W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,16GB,NVMe PCIe,Anti-Glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",Yes,,Yes,,,,11th,2,1,,,"HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",,,512GB SSD Can Be Replaced,3200MHz,,,,GDDR5,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-zenbook-14-um425qa-amd-ryzen-7-5800h-14-inch-21637386401.webp,Asus ZenBook 14 UM425QA AMD Ryzen 7 5800H 14 Inch FHD Display Pine Grey Laptop #KI082T-UM425QA,Product Id: 33.03.006.1409,"                                 101,990  ","                                 94,000  ",Asus,Asus ZenBook 14 UM425QA,KI082T-UM425QA,AMD,AMD Ryzen 7,Ryzen 7 5800H,3.20 GHz,4.40 GHz,8,16,20MB,8GB,LPDDR4x,512GB SSD,No,AMD Radeon Vega 7 Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,Micro SD,,1 x USB Type-A 3.2 Gen 1,2 x USB Type-C 3.2 Gen 2,1,Combo,Combo,,,Wi-Fi 5(802.11ac),Bluetooth 5.0,Harman/kardon (Premium),Yes,Yes,HD Webcame,Backlit Chiclet Keyboard 1.4mm Key-travel,Touch Pad,Firmware TPM,Windows 10 Home,Pine Grey,319 x 210 x 16mm,1.30 kg,3 Cell,63Wh,Li-ion,100W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"AppDeals, System diagnosis, Battery health charging, Fan Profile, Splendid, Tru2Life, Function key lock, WiFi SmartConnect, Link to MyASUS, Military Grade: US MIL-STD 810G military-grade standard",Taiwan,China,ZenBook,1 x 8GB Removable,8GB,NVMe PCIe 3.0,Anti-Glare,"16:9 aspect ratio, IPS-level Panel, LED Backlit, 400nits, 100% sRGB color gamut, Anti-glare display, Screen-to-body ratio: 90 %",Yes,,,,,,,1,,,,"TYPE-C, 100W AC Adapter, Output 20V DC, 5A, 100W, Input: 100-240V AC 50/60Hz universal,",,,Installed SSD can be upgradeable,,,,,,,,,,,No,No,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ea-intel-core-i7-1165g7-156-11637490119.webp,Asus VivoBook 15 K513EA Intel Core i7 1165G7 15.6 Inch FHD OLED Display Indie Black Laptop #L11364T-K513EA,Product Id: 33.01.006.1425,"                                 106,330  ","                                 98,000  ",Asus,Asus VivoBook 15 K513EA,L11364T-K513EA,Intel,Intel Core i7,Core i7 1165G7,2.80 GHz,4.70 GHz,4,8,12MB,8GB,DDR4,512GB SSD,,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD OLED Display,1920x1080 (WxH) FHD,,No,Yes,Micro SD card reader,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,WiFi 5 (802.11ac),Bluetooth 4.1,"Audio by ICEpower, harman/kardon (Mainstream) with Cortana support",Yes,Yes,HD Webcam,"Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Indie Black,359 x 235 x 17.9mm,1.80 kg,3 Cell,42Wh,Li-ion,,2 Year (Battery 1 Year),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"AppDeals, System diagnosis, Battery health charging, Splendid, Tru2Life, Function key lock, WiFi SmartConnect, Link to MyASUS",Taiwan,China,VivoBook,,,NVMe PCIe,,"16:9 aspect ratio, 200nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 85 %",Yes,Yes,Yes,,65W AC Adapter,,11th,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-zenbook-flip-13-ux363ja-10th-gen-intel-core-11603542694.webp,Asus Zenbook Flip 13 UX363JA Intel Core i5 1035G1 13.3 Inch FHD Touch Display Pine Grey Laptop,Product Id: 33.03.006.1215,"                                 107,420  ","                                 99,000  ",Asus,Asus Zenbook Flip 13 UX363JA,EM002T,Intel,Intel Core i5,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,8GB,LPDDR4x,512GB SSD,,Intel UHD Graphics,Integrated,Shared,13.3,FHD IPS,1920x1080 (WxH) FHD,Yes,No,,,,1 x USB 3.2 Gen 1 Type-A,2 x Thunderbolt 3 USB-C,1,No,No,Function Key Lock,,WiFi 6 (802.11ax),Bluetooth 5.0,,Dual-Speaker,Array microphone,HD Webcam,Edge-to-edge design,,,Windows 10 Home,Pine Grey,305 x 211 x 13.9mm,1.3 kg,4 Cell,67Wh,Lithium Polymer,65W,2 Year (1 year for Battery),,"The 360 degree ErgoLift hinge on ZenBook Flip 13 has a silky-smooth, Thin, light, and fully connectable, Maximum display precision, Silky-smooth power, Fine-tuned with ASUS WiFi Master Premium, Ultrafast WiFi 6 With faster-than-wired speeds of up to 2.4 Gbps, the WiFi 6 in ZenBook Flip 13 lets you enjoy smooth streaming of 4K UHD online videos, or transfer large creative files in an instant. Up to 3X faster than WiFi 5 - 5 Up to 4X network capacity 5 Up to 75% lower latency 5, Efficient NumberPad 2.0, Improved webcam, clearer video calls, Harman Kardon audio",Taiwan,China,ZenBook,1 x 8 GB Non-Removable,,PCIe,,,,Yes,,,,,10th,,,,,,,,,3733 MHz,,,,,,,No,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-pro-15-k3500ph-intel-core-i5-11300h-11634535977.webp,Asus VivoBook Pro 15 K3500PH Intel Core i5 11300H 15.6 Inch FHD Display Quiet Blue Laptop #KJ086T-K3500PH,Product Id: 33.01.006.1416,"                                 108,500  ","                                 100,000  ",Asus,Asus VivoBook Pro 15 K3500PH,KJ086T-K3500PH,Intel,Intel Core i5,Core i5 11300H,,4.40GHz,4,8,8MB,16GB,DDR4,512GB SSD,,Nvidia GTX 1650 MAX-Q,Dedicated,4GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,Micro SD card reader,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x Thunderbolt 4,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.2,harman/kardon (Mainstream) with Cortana support,Yes,Yes,HD Webcam,Backlit Chiclet Keyboard 1.35mm Key-travel,Touch Pad,Firmware TPM,Windows 10 Home,Quiet Blue,359.8 x 235.3 x 19.9mm,1.65 kg,3 Cell,63Wh,Li-ion,,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"MyASUS Features (System diagnosis, Battery health charging, Fan Profile, Splendid, Tru2Life, Function key lock, WiFi SmartConnect, Link to MyASUS, TaskFirst, Live update, AI Noise Canceling), Dual-fan cooling system with ASUS IceCool Plus thermal technology, HDR enhanced realism, 70% blue-light reduction for eye care, even more critical for children",Taiwan,China,VivoBook,,,NVMe PCIe,Glossy,"16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Screen-to-body ratio: 84",Yes,Yes,Yes,,120W AC Adapter,,11th,,,,,"Built-in Apps: McAfee, MyASUS, Regulatory Compliance: Energy star, Security: BIOS Booting User Password Protection, McAfee LiveSafe 30-day trial, Fingerprint sensor integrated with Power Key",,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-pro-15-k3500pa-11th-gen-intel-core-11634539735.webp,Asus VivoBook Pro 15 K3500PA 11th Gen Intel Core i7 11370H 15.6 Inch FHD Display Quiet Blue Laptop #KJ137T-K3500PA,Product Id: 33.01.006.1415,"                                 108,500  ","                                 100,000  ",Asus,Asus VivoBook Pro 15 K3500PA,,Intel,Intel Core i7,Core i7 11370H,,4.80 GHz,4,8,12MB,8GB,DDR4,512GB SSD,,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,Micro SD card reader,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x Thunderbolt 4,1,Combo,Combo,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,harman/kardon (Mainstream) with Cortana support,Yes,Yes,HD Webcam,Backlit Chiclet Keyboard 1.35mm Key-travel,Touch Pad,Firmware TPM,Windows 10 Home,Quiet Blue,359.8 x 235.3 x 19.9mm,1.65 kg,3 Cell,63Wh,Li-ion,,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"MyASUS Features (System diagnosis, Battery health charging, Fan Profile, Splendid, Tru2Life, Function key lock, WiFi SmartConnect, Link to MyASUS, TaskFirst, Live update, AI Noise Canceling), Dual-fan cooling system with ASUS IceCool Plus thermal technology, HDR enhanced realism, 70% blue-light reduction for eye care, even more critical for children",Taiwan,China,VivoBook,1 x 8GB Non-Removable,,NVMe PCIe,Glossy,"16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Screen-to-body ratio: 84",Yes,Yes,Yes,,65W AC Adapter,,11th,,,,,"Built-in Apps: McAfee, MyASUS, Regulatory Compliance: Energy star, Security: BIOS Booting User Password Protection, McAfee LiveSafe 30-day trial, Fingerprint sensor integrated with Power Key",,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-zenbook-14-ux425ja-10th-gen-intel-core-i7-11605088907.webp,Asus ZenBook 14 UX425JA Intel Core i7 1065G7 14 Inch FHD Display Win 10 Pine Gray Laptop,Product Id: 33.03.006.1221,"                                 110,670  ","                                 102,000  ",Asus,Asus ZenBook 14 UX425JA,BM103T,Intel,Intel Core i7,Core i7 1065G7,1.30 GHz,3.90 GHz,4,8,8MB,8GB,LPDDR4x,512GB SSD,,Intel Iris Plus Graphics,Integrated,Shared,14,FHD IPS LED Display,1920x1080 (WxH) FHD,,No,1,MicroSD card reader,,1 x USB 3.2 Gen 1 Type-A,2 x Thunderbolt 3 (USB-C),1,,,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,,Yes,Array Microphone,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,,Windows 10 Home,Pine Grey,319 x 208 x 13.9mm,1.17 Kg,4 Cell,67Wh,Li-ion,65W power adaptor,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"The beautiful new ZenBook 14 is more portable than ever. Its thinner, lighter, and incredibly compact, yet includes HDMI, Thunderbolt 3 USB-C, USB Type-A and MicroSD card reader for unrivalled versatility. Built to deliver powerful performance, ZenBook 14 is your perfect choice for an effortless on-the-go lifestyle. ASUS SonicMaster stereo audio system with surround-sound; smart amplifier for maximum audio performance Array microphone with Cortana and Alexa voice-recognition support Certified by Harman Kardon,",Taiwan,China,ZenBook,1 x 8GB Non-Removable,,NVMe PCIe,Anti-glare,"Display ratio: 16:9 aspect, 300nits, sRGB: 100%, Screen-to-body ratio: 90%",,Yes (Touchpad),,,,Thin-bezel,10th,1,,,,"Plug Type: Type C, Output: 20V DC, 65W, Input: 100-240V AC, 50/60Hz universal",,,,3200MHz,,,,,,,,,,,,,,,,,,,
