image,title,id,regular_price,special_price,Brand,Model,Laptop Series,Part No,Processor Brand,Processor Type,Generation,Processor Model,Processor Base Frequency,Processor Max Turbo Frequency,Processor Core,Processor Thread,CPU Cache,RAM,Installed RAM Details,RAM Type,RAM Bus (MHz),Total RAM Slot,Max. RAM Support,Storage,Installed HDD Type,HDD RPM,M.2/SSD Expansion Slot,Graphics Chipset,Graphics Memory Accessibility,Graphics Memory,Display Size (Inch),Display Type,Display Resolution,Display Features,Optical Drive,Multimedia Card Slot,USB 2 Port,USB 3 Port,HDMI Port,Headphone Port,Microphone Port,Security Lock Slot,LAN,WiFi,Bluetooth,Audio Properties,Speaker,Microphone.,WebCam,Num Key pad,Pointing Device,Operating System,Color,Dimensions,Weight (Kg),Battery,Battery Capacity,Battery Type,Power Adapter,Warranty,Warranty Claim Duration (Approximate),Specialty,Others,Country Of Origin,Made in/ Assemble,Installed SSD Type,Supported Multimedia Card,USB C / Thunderbolt Port,Keyboard Back-lit,Finger Print Sensor,Body Material,Backup Time,Chipset.,Optane Memory,Storage Upgrade,Display Surface,TPM,Adapter Type,Processor Type.,Built-In RAM,Security Chip,Empty/Expansion RAM Slot,Package Content,Mini HDMI Port,Keyboard Layout,Micro HDMI Port,VGA/D-Sub,Graphics Memory Type,Licensed Application,Display Refresh Rate,Audio Port,Display Bazel,Touch Screen,Display Port,NFC,RGB Keyboard,Mini DP Port,Secondary Screen Size,Secondary Screen Technology,Secondary Screen Resolution
https://www.ryanscomputers.com/storage/products/main/acer-aspire-5-a514-54-51yv-11th-gen-intel-core-i5-11609230971.webp,Acer Aspire 5 A514-54-51YV Intel Core i5 1135G7 14 Inch FHD IPS Display Safari Gold Laptop,Product Id: 33.01.002.899,"                                 78,660  ","                                 72,500  ",Acer,Acer Aspire 5 A514-54-51YV,Aspire,NX.A2ASI.002,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB,DDR4,,1,,512GB SSD,,,,Intel Iris Xe Graphics,Integrated,Shared,14,FHD IPS LED Display,1920x1080 (WxH) FHD,"Display Screen Type: LCD, Display Screen Technology: ComfyView (Matte), Aspect Ratio: 16:9",,,,2 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,,Ethernet RJ-45,"802.11 a, g, n, ac, ax",Bluetooth 5.0,Stereo Speakers,2 x Speakers,Yes,HD Webcam,,TouchPad,Windows 10 Home,Safari Gold,328 x 223 x 17.95mm,1.70 kg,3 Cell,48 Wh,Li-Ion,45W AC Adapter,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,,"HDCP Supported: Yes, Wireless LAN Model: Intel Wi-Fi 6 AX201, Number of Microphones: 2, TouchPad Features: Multi-touch Gesture",Taiwan,China,NVMe PCIe,,1 x USB 3.2 Gen 1 Type-C,Yes,,"Metal (Top), ABS Plastic (Bottom)",,,,512GB SSD Can Be Replaced,,,,,,,,"Aspire 5 A514-54-51YV Laptop, Lithium Ion Battery, AC Adapter",,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/dell-inspiron-15-3501-intel-core-i5-1135g7-156-11636372975.webp,Dell Inspiron 15 3501 Intel Core i5 1135G7 15.6 Inch FHD Display Blue Laptop #BULLN315TGL21054465-2Y,Product Id: 33.01.013.1520,"                                 78,660  ","                                 72,500  ",Dell,Dell Inspiron 15 3501,Inspiron,BULLN315TGL21054465-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Removable,DDR4,3200MHz,2,32GB,512GB SSD,,,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,1 x USB 2.0,2 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,1 x Wedge-shaped lock slot,Ethernet RJ-45,802.11ac 1x1,Yes,,Stereo Speakers,Array Microphone,HD Webcam,Yes,TouchPad,Windows 10 Home,Blue,363 x 249 x 18mm,1.83 Kg,3 Cell,42 Wh,,65 Watt AC adapter,2 Year (2 Year for Battery and Adapter),Estimated Warranty Claim Duration 25 Days. It may take additional time up to 50 days,"720p at 30 fps HD camera, single-array microphone (Webcam), High Definition Audio, 2.0 stereo speakers, Realtek ALC3204 with Waves MaxxAudio Pro, 2 W x 2 (Audio and Speakers)","1 x Power port, HDMI version: 1.4b, Display discription: LED Backlight Non-Touch Narrow Border WVA Display, HDD Expansion Slot: 1 x HDD Slot",USA,China,NVMe PCIe,SD Card Reader,,No,,Plastic,,,,512GB SSD Can Be Replaced,Anti-glare,,,,,,1,,,,,,GDDR5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-x515ep-intel-core-i5-1135g7-156-inch-fhd-11637225099.webp,Asus X515EP Intel Core i5 1135G7 15.6 Inch FHD Display Slate Grey Laptop #BQ201T-X515EP,Product Id: 33.01.006.1427,"                                 80,290  ","                                 74,000  ",Asus,Asus X515EP,,BQ201T-X515EP,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Non-Removable,DDR4,,2,16GB,512GB SSD,,,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920 x 1280,"16:9 aspect ratio, LED Backlit, 200nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 83 %",No,Yes,2x USB 2.0 Type-A,"1x USB 3.2 Gen 1 Type-A,",1,Combo,Combo,,,WiFi 5 (802.11ac),Bluetooth 4.1,SonicMaster,Yes,Yes,Yes,Yes,Touchpad,Windows 10 Home,Slate Grey,360 x 235 x 19.9mm,1.80 kg,2 Cell,37 Wh,Li-ion,,2 Year (Battery 1 Year),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Free Upgrade to Windows 11, AppDeals, System diagnosis, Battery health charging, Fan Profile, Splendid, Tru2Life, Function key lock, WiFi SmartConnect, Link to MyASUS",,Taiwan,China,,Micro SD card reader,1x USB 3.2 Gen 1 Type-C,Yes,Yes,,,,,"Aditional HDD Can be added, SSD can be replaced",Anti-Glare,,45W AC Adapter,,,,1,,,,,,GDDR5,,,Combo,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/hp-pavilion-14-dv0066tu-11th-gen-intel-core-i5-11613634420.webp,HP Pavilion 14-dv0066TU Intel Core i5 1135G7 14 Inch FHD Display Silver Laptop,Product Id: 33.01.020.1298,"                                 80,830  ","                                 74,500  ",HP,HP Pavilion 14-dv0066TU,Pavilion,2T4B1PA-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,,DDR4,3200MHz,,,512GB SSD,,,,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,,,,,,,,,Yes,Yes,,,,Yes,No,TouchPad,Windows 10 Home,Silver,,,,,,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,,,USA,China,NVMe PCIe,,,,Yes,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/Asus ZenBook UX430UQ 7th Gen Intel Core i5 7200U_11542878046.webp,Asus ZenBook UX430UQ Intel Core i5 7200U 14 Inch FHD LED Gold Metal Laptop,Product Id: 33.03.006.658,"                                 81,380  ","                                 75,000  ",Asus,Asus ZenBook UX430UQ,ZenBook,GV103T,Intel,Intel Core i5,7th,Core i5 7200U,2.50 GHz,,2,4,3MB,8GB,,DDR4,,,16GB,512GB SSD,,,,Nvidia 940MX,Dedicated,2GB,14,Full HD Display,1920x1080 (WxH) FHD,,No,1,1 x USB 2.0,1 x USB 3.1 Gen 1 Type-A,1,Combo,Combo,,,Wi-Fi 802.11ac,Bluetooth 4.1,ASUS SonicMaster stereo audio,2 x 1.5W speakers,Array microphone,HD Webcam,No,TouchPad,Windows 10 Home,Gold Metal,324 x 225 x 15.9mm,1.25 Kg,3 Cell,50Wh,Li-Polymer,65W power adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,,"IEEE 802.11 a, b, g, n, Plug Type :4 mm, Output: 19V DC, 2.47A, 45W, Input: 100-240V AC, 50/60Hz universal",Taiwan,China,NVMe PCIe,SD Card reader,1 x USB 3.1 Gen 1 Type-C,Yes,,,,,,,,,,,,,,,,"Full-size backlit, with 1.4mm key travel",,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-zenbook-14-ux425ja-intel-core-i5-1035g1-14-11629183733.webp,Asus ZenBook 14 UX425JA Intel Core i5 1035G1 14 Inch FHD Display Pine Grey Laptop #BM073T-UX425JA,Product Id: 33.03.006.1352,"                                 84,630  ","                                 78,000  ",Asus,Asus ZenBook 14 UX425JA,ZenBook,BM073T-UX425JA,Intel,Intel Core i5,10th,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,8GB,1 x 8GB Non-Removable,LPDDR4x,,1,,512GB SSD,,,,Intel UHD Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 300nits, sRGB: 100%, Screen-to-body ratio: 90%",No,1,,1 x USB 3.2 Gen 1 Type-A,1,,,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,Smart Amp Technology,Yes,Array Microphone,HD Webcam,,TouchPad,Windows 10 Home,Pine Grey,319 x 208 x 13.9mm,1.17 kg,4 Cell,67Wh,Li-ion,65W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"The beautiful new ZenBook 14 is more portable than ever. Its thinner, lighter, and incredibly compact, yet includes HDMI, Thunderbolt 3 USB-C, USB Type-A and MicroSD card reader for unrivaled versatility. Built to deliver powerful performance, ZenBook 14 is your perfect choice for an effortless on-the-go lifestyle.","HDMI Version: 2.1, Power Supply: TYPE-C, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Military Grade: US MIL-STD 810G military-grade standard, Regulatory Compliance: EPEAT, Energy star",Taiwan,China,NVMe PCIe,MicroSD Card Reader,2 x Thunderbolt 3,Yes,,,,,,,Anti-glare,,,,,Firmware TPM 2.0,,,,"Backlit Chiclet Keyboard, 1.4mm Key-travel",,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-s14-s433ea-intel-core-i5-1135g7-14-11631509101.webp,Asus VivoBook S14 S433EA Intel Core i5 1135G7 14 Inch FHD LED Dreamy White Laptop #AM852T-S433EA,Product Id: 33.01.006.1395,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook S14 S433EA,VivoBook,AM852T-S433EA,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Non-Removable,DDR4,3200MHz,1,,512GB SSD,,,,Intel Iris Xe graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,"Display aspect ratio: 16:9, Frameless NanoEdge display with 85% screen-to-body ratio, 178 degree wide-view technology",No,1,2 x USB 2.0,1 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,ASUS SonicMaster Stereo Audio,Yes,Array Microphone,HD Webcam,Yes (Touchpad),TouchPad,Windows 10 Home,Dreamy White,324.9 x 213.5 x 15.9mm,1.4 kg,3 Cell,50 Wh,Lithium-polymer,65W power adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Backlit Keyboard, ASUS VivoBook, a perennial favorite, is getting a new bolder look that sure to get pulses racing. The slim and lightweight VivoBook S14 now features diamond-cut edges and textured finishes, and is available in four distinct colors that have been chosen to reflect your personality. VivoBook S14 has the performance you need to get you through the day. ASUS exclusive algorithms combined with between five and nine smart sensors, an aerodynamic IceBlades fan design, VivoBook S14 keeps you productive and entertained, even on the go.","1 x DC-in, Power Plug Type: 4mm, Output: 19V DC, 3.42A, Input: 100-240V AC, 50/60Hz universal, HDD Expansion Slot: None",Taiwan,China,NVMe PCIe,MicroSD card reader,1 x Thunderbolt 3 (USB-C),Yes,,Metal,,,,512GB SSD Can Be Replaced,Anti-glare,,,,,,,,,Full-size backlit with 1.4mm key travel,,,,,,,Thin-bezel,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-s14-s433ea-11th-gen-intel-core-i5-11631511425.webp,Asus VivoBook S14 S433EA 11th Gen Intel Core i5 1135G7 14 Inch FHD LED Display Indie Black Laptop #AM851T-S433EA,Product Id: 33.01.006.1394,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook S14 S433EA,VivoBook,AM851T-S433EA,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Non-Removable,DDR4,3200MHz,1,,512GB SSD,,,,Intel Iris Xe graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,"Display aspect ratio: 16:9, Frameless NanoEdge display with 85% screen-to-body ratio, 178 degree wide-view technology",No,1,2 x USB 2.0,1 x USB 3.2 Gen 1 Type-A,,Combo,Combo,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,ASUS SonicMaster Stereo Audio,Yes,Array Microphone,HD Webcam,Yes (Touchpad),TouchPad,Windows 10 Home,Indie Black,324.9 x 213.5 x 15.9mm,1.4 kg,3 Cell,50 Wh,Lithium-polymer,65W power adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Backlit Keyboard, ASUS VivoBook, a perennial favorite, is getting a new bolder look that sure to get pulses racing. The slim and lightweight VivoBook S14 now features diamond-cut edges and textured finishes, and is available in four distinct colors that have been chosen to reflect your personality. VivoBook S14 has the performance you need to get you through the day. ASUS exclusive algorithms combined with between five and nine smart sensors, an aerodynamic IceBlades fan design, VivoBook S14 keeps you productive and entertained, even on the go.","1 x DC-in, Power Plug Type: 4mm, Output: 19V DC, 3.42A, Input: 100-240V AC, 50/60Hz universal, HDD Expansion Slot: None",Taiwan,China,NVMe PCIe,MicroSD card reader,1 x Thunderbolt 3 (USB-C),Yes,,Metal,,,,512GB SSD Can Be Replaced,Anti-glare,,,,,,,,,Full-size backlit with 1.4mm key travel,1,,,,,,Thin-bezel,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-intel-core-i5-1135g7-156-11637490983.webp,Asus VivoBook 15 K513EP Intel Core i5 1135G7 15.6 Inch FHD Display Indie Black Laptop #BQ531T-K513EP,Product Id: 33.01.006.1428,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook 15 K513EP,VivoBook,BQ531T-K513EP,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Non-Removable,DDR4,3200MHz,2,16GB,512GB SSD,,,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",No,Yes,2 x USB Type-A,1 x USB Gen 1 Type-A,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,,TouchPad,Windows 10 Home,Indie Black,359 x 235 x 17.9mm,1.80 kg,3 Cell,42Wh,Li-ion,,2 Year (Battery 1 Year),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity.","HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",Taiwan,China,NVMe PCIe,Micro SD,1 x USB Gen 1 Type-C,Yes,Yes,,,,,512GB SSD Can Be Replaced,Anti-glare,,65W AC Adapter,,,Firmware TPM,1,,,"Backlit Chiclet Keyboard, 1.4mm Key-travel",,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-intel-core-i5-1135g7-156-11637566322.webp,Asus VivoBook 15 K513EP Intel Core i5 1135G7 15.6 Inch FHD Display Hearty Gold Laptop #BQ530T-K513EP,Product Id: 33.01.006.1429,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook 15 K513EP,VivoBook,BQ530T-K513EP,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Non-Removable,DDR4,3200MHz,2,16GB,512GB SSD,,,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",No,Yes,2 x USB Type-A,1 x USB Gen 1 Type-A,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,,TouchPad,Windows 10 Home,Hearty Gold,359 x 235 x 17.9mm,1.80 kg,3 Cell,42Wh,Li-ion,,2 Year (Battery 1 Year),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity.","HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",Taiwan,China,NVMe PCIe,Micro SD,1 x USB Gen 1 Type-C,Yes,Yes,,,,,512GB SSD Can Be Replaced,Anti-glare,,65W AC Adapter,,,Firmware TPM,1,,,"Backlit Chiclet Keyboard, 1.4mm Key-travel",,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-11th-gen-intel-core-i5-11628680401.webp,Asus VivoBook 15 K513EP 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Transparent Silver Laptop #BQ302T-K513EP,Product Id: 33.01.006.1377,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook 15 K513EP,VivoBook,BQ302T-K513EP,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Non-Removable,DDR4,3200MHz,2,16GB,512GB SSD,,,,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",No,1,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,,TouchPad,Windows 10 Home,Transparent Silver,359 x 235 x 17.9mm,1.80 kg,3 Cell,42Wh,Li-ion,65W AC Adapter,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity.","HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",Taiwan,China,NVMe PCIe,MicroSD Card Reader,1 x USB 3.2 Gen 1 Type-C,Yes,Yes,,,,,512GB SSD Can Be Replaced,Anti-glare,,,,,Firmware TPM,1,,,"Backlit Chiclet Keyboard, 1.4mm Key-travel",,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-11th-gen-intel-core-i5-11634214512.webp,Asus VivoBook 15 K513EP 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Hearty Gold Laptop #BQ300T-K513EP,Product Id: 33.01.006.1408,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook 15 K513EP,VivoBook,BQ300T-K513EP,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Non-Removable,DDR4,3200MHz,2,16GB,512GB SSD,,,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",No,1,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,,TouchPad,Windows 10 Home,Hearty Gold,359 x 235 x 17.9mm,1.80 kg,3 Cell,42Wh,Li-ion,65W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity.","HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",Taiwan,China,NVMe PCIe,MicroSD Card Reader,1 x USB 3.2 Gen 1 Type-C,Yes,Yes,,,,,512GB SSD Can Be Replaced,Anti-Glare,,,,,Firmware TPM,1,,,"Backlit Chiclet Keyboard, 1.4mm Key-travel",,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/hp-pavilion-13-bb0071tu-11th-gen-intel-core-i5-11610703284.webp,HP Pavilion 13-bb0071TU Intel Core i5 1135G7 13.3 Inch FHD Display Golden Laptop #2U5H6PA-2Y,Product Id: 33.01.020.1272,"                                 84,630  ","                                 78,000  ",HP,HP Pavilion 13-bb0071TU,Pavilion,2U5H6PA-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,,DDR4,,,,512GB SSD,,,,Intel Iris Xe Graphics,Integrated,Shared,13.3,FHD LED,1920x1080 (WxH) FHD,,,1,,2 x USB Type-A,1,Combo,Combo,,,Yes,Yes,,Dual speakers,Dual array digital microphones,HD Webcam,No,TouchPad,Windows 10 Home,Golden,309 x 205 x 17.7mm,1.24 kg,,,,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,Includes Office Home & Student,,USA,China,NVMe PCIe,MicroSD card reader,1 x USB Type-C,Yes,,,,Intel Integrated SoC,,,,,,,,,,,,,,,,Includes Office Home & Student,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/Asus Zenbook UX310UQ 7th Gen Intel Core i5 7200U_21542882098.webp,Asus Zenbook UX310UQ Intel Core i5 7200U 13.3 Inch FHD Quartz Grey Laptop,Product Id: 33.03.006.636,"                                 85,720  ","                                 79,000  ",Asus,Asus Zenbook UX310UQ,Zenbook,FC460T,Intel,Intel Core i5,7th,Core i5 7200U,2.50 GHz,3.10 GHz,2,4,3MB,8GB,,DDR4,,,,512GB SSD,,,,NVIDIA GeForce 940MX,Dedicated,2GB,13.3,Full HD Display,1920x1080 (WxH) FHD,,,,2 x USB 2.0,"1 x USB 3.1, 1 x USB 3.0",1,,,,,Yes,Yes,,,,,,,Windows 10 Home,Quartz Grey,,1.40 Kg,3 Cell,,,,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,,,Taiwan,China,,,,,,,Up to 6 Hrs.,,,,,,,,,,,,,,,,,,,Combo,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/microsoft-surface-laptop-go-10th-gen-intel-core-11626776605.webp,Microsoft Surface Laptop Go Intel Core i5 1035G1 12.4 Inch Pixelsense Multi Touch Display Sandstone Surface Laptop #1ZX-00041,Product Id: 33.03.191.219,"                                 85,720  ","                                 79,000  ",Microsoft,Microsoft Surface Laptop Go,Surface Laptop,1ZX-00041,Intel,Intel Core i5,10th,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,8GB,,LPDDR4x,,,,128GB SSD,,,,Intel UHD Graphics,Integrated,Shared,12.4,PixelSense MultiTouch Display,1536 x 1024  Pixels,"Panel Type: Unspecified LCD, Aspect Ratio: 3:2",No,,,1 x USB Type-A,,Yes,Yes,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,Omnisonic speakers with Dolby audio,Yes,2 x Far-Field,HD Webcam,,TouchPad,Windows 10 Pro,Sandstone,278.1 x 205.7 x 15.7 mm,1.11 kg,,,,39W Power Adapter,1 year,Estimated Warranty Claim Duration 40 Days. It may take additional time up to 90 days,"The Microsoft Surface Laptop Go features a portable, lightweight design, the Surface Laptop Go can efficiently multitask and quickly access frequently used files and programs. For storing your photos, videos, and files, slim bezels for your viewing comfort. It also supports multi-touch so you can utilize touch gestures and commands within Windows 10 Home to enhance its accessibility and efficiency. You will also still have the USB Type-A port for older devices. Should you need more storage space or functionality, you can add an optional docking station to its Surface Connect connector for more ports. Other integrated features include a 720p webcam, fingerprint reader power button (with One Touch sign in), integrated dual far-field microphones",,USA,,NVMe PCIe,None,1 x Unspecified USB,,,,Up to 13 Hrs.,,,,,,,,,Infineon TPM,,,,,,,,,,,,Yes,,,,,,,
